Formula,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,mean_atomic_radius,wtd_mean_atomic_radius,mean_Density,wtd_mean_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,mean_ThermalConductivity,wtd_mean_ThermalConductivity,mean_Valence,wtd_mean_Valence,critical_temp
Bi4.4Sr3.6Ca2Cu4O,5,83.24476,105.6856773,149.8,162.24,4584.2858,6096.095267,73.1,70.74853333,128.605316,144.081772,2.6,2.88,83.6
Pb0.3Bi1.7Sr2Ca2Cu3O10,6,103.9039667,53.86603579,150.5,106.8578947,5710.238167,2909.594211,67.01666667,103.8984211,113.00443,89.17714737,2.833333333,2.3,107
Y1Ba2Cu3O6.55,4,76.4445625,52.5094757,164.5,116.9243028,4235.85725,3058.275693,77.2375,107.9741036,108.756645,99.85450988,2.25,2.079681275,89
Ba0.6K0.4Bi1O3,4,100.351275,71.002824,171.75,107.2,3536.85725,2446.5374,75.1375,109.886,31.506645,11.775948,2.5,2.52,31.5
Y1Ba2Cu2.85Ag0.15O7,5,82.72929,51.75707538,164.6,114.7692308,5486.6858,2970.115615,87.21,109.2523077,173.005316,96.74508154,2,2.065384615,90
Y1Ba2Cu3O6.9,4,76.4445625,51.51889225,164.5,115.0542636,4235.85725,2975.337992,77.2375,108.9108527,108.756645,97.14600016,2.25,2.07751938,90.6
Y1Ba2Cu3O6.82,4,76.4445625,51.74054275,164.5,115.4726989,4235.85725,2993.895927,77.2375,108.701248,108.756645,97.75204958,2.25,2.07800312,91.2
Y1Ba2Cu3O6.66,4,76.4445625,52.19224755,164.5,116.3254344,4235.85725,3031.715414,77.2375,108.2740916,108.756645,98.9871266,2.25,2.078988942,88.9
Y1Ba2Cu3O6.47,4,76.4445625,52.74370233,164.5,117.3664796,4235.85725,3077.886578,77.2375,107.7526063,108.756645,100.4949457,2.25,2.080192462,43.6
Y1Ba2Cu3O6.46,4,76.4445625,52.77319213,164.5,117.4221509,4235.85725,3080.355645,77.2375,107.7247191,108.756645,100.5755784,2.25,2.080256822,45
Tl1Sr2Ca0.5Sm0.5Cu2O6.75,6,93.66445,55.68080392,166.6666667,111.6862745,5390.738167,3097.344765,57.5,99.06823529,115.6710967,80.2101502,2.333333333,2.117647059,37.6
Y1Ba2Cu4O8,4,76.4445625,49.71593667,164.5,112.1333333,4235.85725,3156.2288,77.2375,112.1066667,108.756645,110.214176,2.25,2.066666667,82
Tl1Ba1.1La0.9Cu1O5,5,112.032234,69.33343589,159.4,110.5333333,6093.4858,3356.616111,69.61,101.6272222,95.405316,53.07032222,2.4,2.211111111,39.6
Tl1Ba1.2La0.8Cu1O5,5,112.032234,69.31589733,159.4,111.1777778,6093.4858,3327.327222,69.61,101.2488889,95.405316,53.12587778,2.4,2.2,41.1
Nd1.85Ce0.15Cu1O4,4,90.97585,59.3441,146,106.55,5665.10725,3276.795143,91.35,113.2714286,107.006645,61.88661714,2.75,2.307142857,21
Y1Ba2Cu3O6.86,4,76.4445625,51.62937278,164.5,115.2628305,4235.85725,2984.588098,77.2375,108.8063764,108.756645,97.44808233,2.25,2.077760498,91
Y1Ba2Cu3O6.96,4,76.4445625,51.35445015,164.5,114.7438272,4235.85725,2961.569895,77.2375,109.066358,108.756645,96.69637321,2.25,2.077160494,85
Tl2Ca2Ba2Cu3O,5,92.26674,97.0214,159.2,168.9,5174.2858,6070.1429,60.484,58.224,132.805316,172.802658,2.2,2.2,120
Y1Ba2Cu2.95Ni0.05O,5,72.89433,81.42208857,161.4,171.6,5170.2858,5481.547,84.49,80.55428571,105.205316,176.7966543,2.2,2.142857143,86.8
Y1Ba2Cu2.9Ni0.1O,5,72.89433,81.38742714,161.4,171.6285714,5170.2858,5481.175571,84.49,80.50857143,105.205316,174.5895114,2.2,2.142857143,82.9
Y1Ba2Cu2.95Zn0.05O,5,74.23165,81.46985,160,171.55,4816.6858,5468.918429,62.09,79.75428571,111.005316,177.0037971,2.2,2.142857143,72.2
Y1Ba2Cu2.9Zn0.1O,5,74.23165,81.48295,160,171.5285714,4816.6858,5455.918429,62.09,78.90857143,111.005316,175.0037971,2.2,2.142857143,54.3
Nd1Ba2Cu3O,4,90.2786,89.36191429,163,170.7142857,4870.35725,5844.489857,82.3375,83.51428571,108.756645,179.0037971,2.25,2.142857143,93
